hub_station_id,timestamp,radiation_wm2,temperature_c,production_actuelle_kw,charge_batterie_local_pct
hub_casablanca,2015-01-03 15:00:00,552.0,17.9,14.041,78.1
hub_casablanca,2015-01-03 16:00:00,462.0,17.6,11.762,73.5
hub_casablanca,2015-01-03 17:00:00,319.0,17.0,8.135,66.3
hub_casablanca,2015-01-03 18:00:00,147.0,15.8,3.762,57.5
hub_casablanca,2015-01-03 19:00:00,14.0,14.2,0.36,50.7
hub_casablanca,2015-01-03 20:00:00,0.0,12.5,0.0,50.0
hub_casablanca,2015-01-03 21:00:00,0.0,11.9,0.0,50.0
hub_casablanca,2015-01-03 22:00:00,0.0,9.6,0.0,50.0
hub_casablanca,2015-01-03 23:00:00,0.0,8.5,0.0,50.0
hub_casablanca,2015-01-04 00:00:00,0.0,8.0,0.0,50.0
hub_casablanca,2015-01-04 01:00:00,0.0,7.8,0.0,50.0
hub_casablanca,2015-01-04 02:00:00,0.0,7.6,0.0,50.0
hub_casablanca,2015-01-04 03:00:00,0.0,7.4,0.0,50.0
hub_casablanca,2015-01-04 04:00:00,0.0,7.4,0.0,50.0
hub_casablanca,2015-01-04 05:00:00,0.0,7.4,0.0,50.0
hub_casablanca,2015-01-04 06:00:00,0.0,7.3,0.0,50.0
hub_casablanca,2015-01-04 07:00:00,0.0,7.2,0.0,50.0
hub_casablanca,2015-01-04 08:00:00,0.0,7.6,0.0,50.0
hub_casablanca,2015-01-04 09:00:00,6.0,7.6,0.157,50.3
hub_casablanca,2015-01-04 10:00:00,122.0,9.7,3.176,56.4
hub_casablanca,2015-01-04 11:00:00,299.0,13.3,7.705,65.4
hub_casablanca,2015-01-04 12:00:00,448.0,15.8,11.464,72.9
hub_casablanca,2015-01-04 13:00:00,544.0,17.3,13.861,77.7
hub_casablanca,2015-01-04 14:00:00,582.0,18.0,14.8,79.6
hub_casablanca,2015-01-04 15:00:00,553.0,18.2,14.055,78.1
hub_casablanca,2015-01-04 16:00:00,462.0,18.0,11.749,73.5
hub_casablanca,2015-01-04 17:00:00,321.0,17.4,8.177,66.4
hub_casablanca,2015-01-04 18:00:00,146.0,16.0,3.734,57.5
hub_casablanca,2015-01-04 19:00:00,14.0,14.3,0.36,50.7
hub_casablanca,2015-01-04 20:00:00,0.0,13.1,0.0,50.0
hub_casablanca,2015-01-04 21:00:00,0.0,11.6,0.0,50.0
hub_casablanca,2015-01-04 22:00:00,0.0,10.7,0.0,50.0
hub_casablanca,2015-01-04 23:00:00,0.0,9.3,0.0,50.0
hub_casablanca,2015-01-05 00:00:00,0.0,8.7,0.0,50.0
hub_casablanca,2015-01-05 01:00:00,0.0,8.1,0.0,50.0
hub_casablanca,2015-01-05 02:00:00,0.0,7.8,0.0,50.0
hub_casablanca,2015-01-05 03:00:00,0.0,8.0,0.0,50.0
hub_casablanca,2015-01-05 04:00:00,0.0,7.9,0.0,50.0
hub_casablanca,2015-01-05 05:00:00,0.0,8.1,0.0,50.0
hub_casablanca,2015-01-05 06:00:00,0.0,8.5,0.0,50.0
hub_casablanca,2015-01-05 07:00:00,0.0,8.8,0.0,50.0
hub_casablanca,2015-01-05 08:00:00,0.0,9.1,0.0,50.0
hub_casablanca,2015-01-05 09:00:00,5.0,9.4,0.13,50.3
hub_casablanca,2015-01-05 10:00:00,95.0,10.6,2.467,54.9
hub_casablanca,2015-01-05 11:00:00,223.0,11.9,5.769,61.5
hub_casablanca,2015-01-05 12:00:00,357.0,13.2,9.202,68.4
hub_casablanca,2015-01-05 13:00:00,468.0,14.6,12.016,74.0
hub_casablanca,2015-01-05 14:00:00,542.0,15.8,13.869,77.7
hub_casablanca,2015-01-05 15:00:00,528.0,16.3,13.492,77.0
hub_casablanca,2015-01-05 16:00:00,442.0,16.2,11.298,72.6
hub_casablanca,2015-01-05 17:00:00,308.0,15.7,7.884,65.8
hub_casablanca,2015-01-05 18:00:00,132.0,14.7,3.388,56.8
hub_casablanca,2015-01-05 19:00:00,14.0,13.4,0.361,50.7
hub_casablanca,2015-01-05 20:00:00,0.0,12.7,0.0,50.0
hub_casablanca,2015-01-05 21:00:00,0.0,11.9,0.0,50.0
hub_casablanca,2015-01-05 22:00:00,0.0,11.6,0.0,50.0
hub_casablanca,2015-01-05 23:00:00,0.0,9.3,0.0,50.0
hub_casablanca,2015-01-06 00:00:00,0.0,8.4,0.0,50.0
hub_casablanca,2015-01-06 01:00:00,0.0,8.2,0.0,50.0
hub_casablanca,2015-01-06 02:00:00,0.0,8.3,0.0,50.0
hub_casablanca,2015-01-06 03:00:00,0.0,8.4,0.0,50.0
hub_casablanca,2015-01-06 04:00:00,0.0,8.9,0.0,50.0
hub_casablanca,2015-01-06 05:00:00,0.0,9.1,0.0,50.0
hub_casablanca,2015-01-06 06:00:00,0.0,9.4,0.0,50.0
hub_casablanca,2015-01-06 07:00:00,0.0,9.4,0.0,50.0
hub_casablanca,2015-01-06 08:00:00,0.0,9.3,0.0,50.0
hub_casablanca,2015-01-06 09:00:00,4.0,9.4,0.104,50.2
hub_casablanca,2015-01-06 10:00:00,86.0,10.6,2.233,54.5
hub_casablanca,2015-01-06 11:00:00,208.0,12.3,5.375,60.8
hub_casablanca,2015-01-06 12:00:00,345.0,14.0,8.873,67.7
hub_casablanca,2015-01-06 13:00:00,475.0,15.3,12.172,74.3
hub_casablanca,2015-01-06 14:00:00,482.0,16.0,12.327,74.7
hub_casablanca,2015-01-06 15:00:00,473.0,16.3,12.086,74.2
hub_casablanca,2015-01-06 16:00:00,381.0,16.3,9.736,69.5
hub_casablanca,2015-01-06 17:00:00,261.0,16.0,6.675,63.4
hub_casablanca,2015-01-06 18:00:00,128.0,15.3,3.28,56.6
hub_casablanca,2015-01-06 19:00:00,14.0,14.0,0.36,50.7
hub_casablanca,2015-01-06 20:00:00,0.0,13.0,0.0,50.0
hub_casablanca,2015-01-06 21:00:00,0.0,12.4,0.0,50.0
hub_casablanca,2015-01-06 22:00:00,0.0,11.8,0.0,50.0
hub_casablanca,2015-01-06 23:00:00,0.0,11.4,0.0,50.0
hub_casablanca,2015-01-07 00:00:00,0.0,10.9,0.0,50.0
hub_casablanca,2015-01-07 01:00:00,0.0,10.3,0.0,50.0
hub_casablanca,2015-01-07 02:00:00,0.0,9.8,0.0,50.0
hub_casablanca,2015-01-07 03:00:00,0.0,9.4,0.0,50.0
hub_casablanca,2015-01-07 04:00:00,0.0,9.1,0.0,50.0
hub_casablanca,2015-01-07 05:00:00,0.0,8.8,0.0,50.0
hub_casablanca,2015-01-07 06:00:00,0.0,8.6,0.0,50.0
hub_casablanca,2015-01-07 07:00:00,0.0,8.3,0.0,50.0
hub_casablanca,2015-01-07 08:00:00,0.0,8.1,0.0,50.0
hub_casablanca,2015-01-07 09:00:00,6.0,7.9,0.157,50.3
hub_casablanca,2015-01-07 10:00:00,117.0,9.7,3.045,56.1
hub_casablanca,2015-01-07 11:00:00,281.0,13.3,7.241,64.5
hub_casablanca,2015-01-07 12:00:00,434.0,15.0,11.131,72.3
hub_casablanca,2015-01-07 13:00:00,528.0,15.8,13.511,77.0
hub_casablanca,2015-01-07 14:00:00,553.0,16.2,14.135,78.3
hub_casablanca,2015-01-07 15:00:00,543.0,16.4,13.871,77.7
hub_casablanca,2015-01-07 16:00:00,457.0,16.3,11.678,73.4
hub_casablanca,2015-01-07 17:00:00,324.0,15.8,8.291,66.6
hub_casablanca,2015-01-07 18:00:00,152.0,14.7,3.902,57.8
hub_casablanca,2015-01-07 19:00:00,17.0,13.1,0.438,50.9
hub_casablanca,2015-01-07 20:00:00,0.0,12.3,0.0,50.0
hub_casablanca,2015-01-07 21:00:00,0.0,11.5,0.0,50.0
hub_casablanca,2015-01-07 22:00:00,0.0,10.9,0.0,50.0
hub_casablanca,2015-01-07 23:00:00,0.0,10.4,0.0,50.0
hub_casablanca,2015-01-08 00:00:00,0.0,10.0,0.0,50.0
hub_casablanca,2015-01-08 01:00:00,0.0,9.8,0.0,50.0
hub_casablanca,2015-01-08 02:00:00,0.0,9.5,0.0,50.0
hub_casablanca,2015-01-08 03:00:00,0.0,9.1,0.0,50.0
hub_casablanca,2015-01-08 04:00:00,0.0,8.7,0.0,50.0
hub_casablanca,2015-01-08 05:00:00,0.0,8.3,0.0,50.0
hub_casablanca,2015-01-08 06:00:00,0.0,8.1,0.0,50.0
hub_casablanca,2015-01-08 07:00:00,0.0,7.8,0.0,50.0
hub_casablanca,2015-01-08 08:00:00,0.0,7.7,0.0,50.0
hub_casablanca,2015-01-08 09:00:00,6.0,7.6,0.157,50.3
hub_casablanca,2015-01-08 10:00:00,115.0,9.3,2.997,56.0
hub_casablanca,2015-01-08 11:00:00,289.0,12.9,7.456,64.9
hub_casablanca,2015-01-08 12:00:00,429.0,14.6,11.015,72.0
hub_casablanca,2015-01-08 13:00:00,539.0,15.9,13.789,77.6
hub_casablanca,2015-01-08 14:00:00,583.0,16.7,14.88,79.8
hub_casablanca,2015-01-08 15:00:00,555.0,17.1,14.15,78.3
hub_casablanca,2015-01-08 16:00:00,470.0,17.0,11.986,74.0
hub_casablanca,2015-01-08 17:00:00,331.0,16.5,8.453,66.9
hub_casablanca,2015-01-08 18:00:00,159.0,15.3,4.074,58.1
hub_casablanca,2015-01-08 19:00:00,18.0,13.6,0.463,50.9
hub_casablanca,2015-01-08 20:00:00,0.0,12.6,0.0,50.0
hub_casablanca,2015-01-08 21:00:00,0.0,12.1,0.0,50.0
hub_casablanca,2015-01-08 22:00:00,0.0,11.6,0.0,50.0
hub_casablanca,2015-01-08 23:00:00,0.0,11.3,0.0,50.0
hub_casablanca,2015-01-09 00:00:00,0.0,10.9,0.0,50.0
hub_casablanca,2015-01-09 01:00:00,0.0,10.5,0.0,50.0
hub_casablanca,2015-01-09 02:00:00,0.0,9.9,0.0,50.0
hub_casablanca,2015-01-09 03:00:00,0.0,9.2,0.0,50.0
hub_casablanca,2015-01-09 04:00:00,0.0,8.3,0.0,50.0
hub_casablanca,2015-01-09 05:00:00,0.0,7.4,0.0,50.0
hub_casablanca,2015-01-09 06:00:00,0.0,6.7,0.0,50.0
hub_casablanca,2015-01-09 07:00:00,0.0,6.5,0.0,50.0
hub_casablanca,2015-01-09 08:00:00,0.0,6.6,0.0,50.0
hub_casablanca,2015-01-09 09:00:00,5.0,7.0,0.131,50.3
hub_casablanca,2015-01-09 10:00:00,77.0,8.6,2.01,54.0
hub_casablanca,2015-01-09 11:00:00,248.0,12.1,6.412,62.8
hub_casablanca,2015-01-09 12:00:00,387.0,15.3,9.917,69.8
hub_casablanca,2015-01-09 13:00:00,502.0,17.6,12.78,75.6
hub_casablanca,2015-01-09 14:00:00,573.0,19.3,14.518,79.0
hub_casablanca,2015-01-09 15:00:00,535.0,20.3,13.516,77.0
hub_casablanca,2015-01-09 16:00:00,427.0,20.8,10.772,71.5
hub_casablanca,2015-01-09 17:00:00,276.0,20.4,6.971,63.9
hub_casablanca,2015-01-09 18:00:00,125.0,18.6,3.173,56.3
hub_casablanca,2015-01-09 19:00:00,16.0,16.5,0.409,50.8
hub_casablanca,2015-01-09 20:00:00,0.0,15.4,0.0,50.0
hub_casablanca,2015-01-09 21:00:00,0.0,14.5,0.0,50.0
hub_casablanca,2015-01-09 22:00:00,0.0,13.6,0.0,50.0
hub_casablanca,2015-01-09 23:00:00,0.0,12.5,0.0,50.0
hub_casablanca,2015-01-10 00:00:00,0.0,11.4,0.0,50.0
hub_casablanca,2015-01-10 01:00:00,0.0,10.5,0.0,50.0
hub_casablanca,2015-01-10 02:00:00,0.0,10.2,0.0,50.0
hub_casablanca,2015-01-10 03:00:00,0.0,9.2,0.0,50.0
hub_casablanca,2015-01-10 04:00:00,0.0,7.9,0.0,50.0
hub_casablanca,2015-01-10 05:00:00,0.0,8.0,0.0,50.0
hub_casablanca,2015-01-10 06:00:00,0.0,7.9,0.0,50.0
hub_casablanca,2015-01-10 07:00:00,0.0,7.9,0.0,50.0
hub_casablanca,2015-01-10 08:00:00,0.0,9.1,0.0,50.0
hub_casablanca,2015-01-10 09:00:00,4.0,10.2,0.104,50.2
hub_casablanca,2015-01-10 10:00:00,65.0,11.6,1.683,53.4
hub_casablanca,2015-01-10 11:00:00,213.0,14.3,5.474,60.9
hub_casablanca,2015-01-10 12:00:00,428.0,17.1,10.912,71.8
hub_casablanca,2015-01-10 13:00:00,556.0,18.9,14.103,78.2
hub_casablanca,2015-01-10 14:00:00,587.0,19.7,14.855,79.7
hub_casablanca,2015-01-10 15:00:00,561.0,19.9,14.189,78.4
hub_casablanca,2015-01-10 16:00:00,473.0,19.7,11.97,73.9
hub_casablanca,2015-01-10 17:00:00,333.0,19.2,8.439,66.9
hub_casablanca,2015-01-10 18:00:00,160.0,18.0,4.069,58.1
hub_casablanca,2015-01-10 19:00:00,20.0,16.1,0.511,51.0
hub_casablanca,2015-01-10 20:00:00,0.0,14.4,0.0,50.0
hub_casablanca,2015-01-10 21:00:00,0.0,12.9,0.0,50.0
hub_casablanca,2015-01-10 22:00:00,0.0,11.7,0.0,50.0
hub_casablanca,2015-01-10 23:00:00,0.0,10.8,0.0,50.0
hub_casablanca,2015-01-11 00:00:00,0.0,11.2,0.0,50.0
hub_casablanca,2015-01-11 01:00:00,0.0,12.6,0.0,50.0
hub_casablanca,2015-01-11 02:00:00,0.0,12.0,0.0,50.0
hub_casablanca,2015-01-11 03:00:00,0.0,9.2,0.0,50.0
hub_casablanca,2015-01-11 04:00:00,0.0,8.5,0.0,50.0
hub_casablanca,2015-01-11 05:00:00,0.0,8.3,0.0,50.0
hub_casablanca,2015-01-11 06:00:00,0.0,8.1,0.0,50.0
hub_casablanca,2015-01-11 07:00:00,0.0,7.8,0.0,50.0
hub_casablanca,2015-01-11 08:00:00,0.0,7.8,0.0,50.0
hub_casablanca,2015-01-11 09:00:00,6.0,7.7,0.157,50.3
hub_casablanca,2015-01-11 10:00:00,104.0,10.8,2.699,55.4
hub_casablanca,2015-01-11 11:00:00,221.0,14.4,5.678,61.4
hub_casablanca,2015-01-11 12:00:00,260.0,16.0,6.649,63.3
hub_casablanca,2015-01-11 13:00:00,268.0,16.6,6.842,63.7
hub_casablanca,2015-01-11 14:00:00,270.0,16.7,6.891,63.8
hub_casablanca,2015-01-11 15:00:00,215.0,16.6,5.489,61.0
hub_casablanca,2015-01-11 16:00:00,215.0,16.6,5.489,61.0
hub_casablanca,2015-01-11 17:00:00,146.0,16.2,3.732,57.5
hub_casablanca,2015-01-11 18:00:00,72.0,15.5,1.844,53.7
hub_casablanca,2015-01-11 19:00:00,12.0,14.6,0.308,50.6
hub_casablanca,2015-01-11 20:00:00,0.0,14.4,0.0,50.0
hub_casablanca,2015-01-11 21:00:00,0.0,14.0,0.0,50.0
hub_casablanca,2015-01-11 22:00:00,0.0,13.7,0.0,50.0
hub_casablanca,2015-01-11 23:00:00,0.0,13.3,0.0,50.0
hub_casablanca,2015-01-12 00:00:00,0.0,13.1,0.0,50.0
hub_casablanca,2015-01-12 01:00:00,0.0,12.9,0.0,50.0
hub_casablanca,2015-01-12 02:00:00,0.0,12.5,0.0,50.0
hub_casablanca,2015-01-12 03:00:00,0.0,12.1,0.0,50.0
hub_casablanca,2015-01-12 04:00:00,0.0,11.6,0.0,50.0
hub_casablanca,2015-01-12 05:00:00,0.0,11.1,0.0,50.0
hub_casablanca,2015-01-12 06:00:00,0.0,10.7,0.0,50.0
hub_casablanca,2015-01-12 07:00:00,0.0,10.2,0.0,50.0
hub_casablanca,2015-01-12 08:00:00,0.0,10.8,0.0,50.0
hub_casablanca,2015-01-12 09:00:00,5.0,9.9,0.13,50.3
hub_casablanca,2015-01-12 10:00:00,121.0,11.6,3.133,56.3
hub_casablanca,2015-01-12 11:00:00,287.0,15.8,7.344,64.7
hub_casablanca,2015-01-12 12:00:00,405.0,18.2,10.293,70.6
hub_casablanca,2015-01-12 13:00:00,446.0,19.8,11.284,72.6
hub_casablanca,2015-01-12 14:00:00,478.0,20.9,12.055,74.1
hub_casablanca,2015-01-12 15:00:00,436.0,21.2,10.987,72.0
hub_casablanca,2015-01-12 16:00:00,417.0,21.2,10.508,71.0
hub_casablanca,2015-01-12 17:00:00,270.0,20.4,6.819,63.6
hub_casablanca,2015-01-12 18:00:00,118.0,18.7,2.995,56.0
hub_casablanca,2015-01-12 19:00:00,15.0,17.0,0.383,50.8
hub_casablanca,2015-01-12 20:00:00,0.0,16.7,0.0,50.0
hub_casablanca,2015-01-12 21:00:00,0.0,16.2,0.0,50.0
hub_casablanca,2015-01-12 22:00:00,0.0,15.5,0.0,50.0
hub_casablanca,2015-01-12 23:00:00,0.0,14.5,0.0,50.0
hub_casablanca,2015-01-13 00:00:00,0.0,14.4,0.0,50.0
hub_casablanca,2015-01-13 01:00:00,0.0,14.1,0.0,50.0
hub_casablanca,2015-01-13 02:00:00,0.0,13.9,0.0,50.0
hub_casablanca,2015-01-13 03:00:00,0.0,13.9,0.0,50.0
hub_casablanca,2015-01-13 04:00:00,0.0,13.9,0.0,50.0
hub_casablanca,2015-01-13 05:00:00,0.0,13.7,0.0,50.0
hub_casablanca,2015-01-13 06:00:00,0.0,13.4,0.0,50.0
hub_casablanca,2015-01-13 07:00:00,0.0,13.1,0.0,50.0
hub_casablanca,2015-01-13 08:00:00,0.0,15.3,0.0,50.0
hub_casablanca,2015-01-13 09:00:00,5.0,14.3,0.128,50.3
hub_casablanca,2015-01-13 10:00:00,103.0,15.1,2.641,55.3
hub_casablanca,2015-01-13 11:00:00,260.0,18.3,6.606,63.2
hub_casablanca,2015-01-13 12:00:00,313.0,20.0,7.914,65.8
hub_casablanca,2015-01-13 13:00:00,228.0,20.1,5.763,61.5
hub_casablanca,2015-01-13 14:00:00,175.0,19.5,4.431,58.9
hub_casablanca,2015-01-13 15:00:00,139.0,18.8,3.527,57.1
hub_casablanca,2015-01-13 16:00:00,102.0,18.2,2.592,55.2
hub_casablanca,2015-01-13 17:00:00,84.0,17.8,2.137,54.3
hub_casablanca,2015-01-13 18:00:00,29.0,17.1,0.739,51.5
hub_casablanca,2015-01-13 19:00:00,4.0,16.4,0.102,50.2
hub_casablanca,2015-01-13 20:00:00,0.0,16.1,0.0,50.0
hub_casablanca,2015-01-13 21:00:00,0.0,15.8,0.0,50.0
hub_casablanca,2015-01-13 22:00:00,0.0,15.4,0.0,50.0
hub_casablanca,2015-01-13 23:00:00,0.0,15.1,0.0,50.0
hub_casablanca,2015-01-14 00:00:00,0.0,14.7,0.0,50.0
hub_casablanca,2015-01-14 01:00:00,0.0,14.4,0.0,50.0
hub_casablanca,2015-01-14 02:00:00,0.0,14.1,0.0,50.0
hub_casablanca,2015-01-14 03:00:00,0.0,14.0,0.0,50.0
hub_casablanca,2015-01-14 04:00:00,0.0,13.8,0.0,50.0
hub_casablanca,2015-01-14 05:00:00,0.0,13.6,0.0,50.0
hub_casablanca,2015-01-14 06:00:00,0.0,13.4,0.0,50.0
hub_casablanca,2015-01-14 07:00:00,0.0,13.2,0.0,50.0
hub_casablanca,2015-01-14 08:00:00,0.0,13.5,0.0,50.0
hub_casablanca,2015-01-14 09:00:00,5.0,13.3,0.129,50.3
hub_casablanca,2015-01-14 10:00:00,82.0,13.9,2.11,54.2
hub_casablanca,2015-01-14 11:00:00,239.0,16.4,6.105,62.2
hub_casablanca,2015-01-14 12:00:00,329.0,16.9,8.393,66.8
hub_casablanca,2015-01-14 13:00:00,442.0,17.8,11.246,72.5
hub_casablanca,2015-01-14 14:00:00,515.0,18.5,13.078,76.2
hub_casablanca,2015-01-14 15:00:00,534.0,18.8,13.549,77.1
hub_casablanca,2015-01-14 16:00:00,462.0,18.8,11.722,73.4
hub_casablanca,2015-01-14 17:00:00,329.0,18.3,8.359,66.7
hub_casablanca,2015-01-14 18:00:00,170.0,17.3,4.332,58.7
hub_casablanca,2015-01-14 19:00:00,25.0,15.5,0.64,51.3
hub_casablanca,2015-01-14 20:00:00,0.0,15.0,0.0,50.0
hub_casablanca,2015-01-14 21:00:00,0.0,14.2,0.0,50.0
hub_casablanca,2015-01-14 22:00:00,0.0,13.6,0.0,50.0
hub_casablanca,2015-01-14 23:00:00,0.0,13.1,0.0,50.0
hub_casablanca,2015-01-15 00:00:00,0.0,12.5,0.0,50.0
hub_casablanca,2015-01-15 01:00:00,0.0,11.7,0.0,50.0
hub_casablanca,2015-01-15 02:00:00,0.0,11.0,0.0,50.0
hub_casablanca,2015-01-15 03:00:00,0.0,10.3,0.0,50.0
hub_casablanca,2015-01-15 04:00:00,0.0,10.0,0.0,50.0
hub_casablanca,2015-01-15 05:00:00,0.0,10.0,0.0,50.0
hub_casablanca,2015-01-15 06:00:00,0.0,10.1,0.0,50.0
hub_casablanca,2015-01-15 07:00:00,0.0,9.9,0.0,50.0
hub_casablanca,2015-01-15 08:00:00,0.0,10.8,0.0,50.0
hub_casablanca,2015-01-15 09:00:00,5.0,10.7,0.13,50.3
hub_casablanca,2015-01-15 10:00:00,96.0,12.9,2.477,55.0
hub_casablanca,2015-01-15 11:00:00,240.0,14.6,6.162,62.3
hub_casablanca,2015-01-15 12:00:00,385.0,16.0,9.846,69.7
hub_casablanca,2015-01-15 13:00:00,515.0,17.2,13.126,76.3
hub_casablanca,2015-01-15 14:00:00,577.0,18.2,14.665,79.3
hub_casablanca,2015-01-15 15:00:00,568.0,18.7,14.415,78.8
hub_casablanca,2015-01-15 16:00:00,487.0,18.7,12.36,74.7
hub_casablanca,2015-01-15 17:00:00,328.0,18.0,8.341,66.7
hub_casablanca,2015-01-15 18:00:00,173.0,16.8,4.414,58.8
hub_casablanca,2015-01-15 19:00:00,25.0,15.0,0.641,51.3
hub_casablanca,2015-01-15 20:00:00,0.0,14.2,0.0,50.0
hub_casablanca,2015-01-15 21:00:00,0.0,13.4,0.0,50.0
hub_casablanca,2015-01-15 22:00:00,0.0,13.1,0.0,50.0
hub_casablanca,2015-01-15 23:00:00,0.0,12.8,0.0,50.0
hub_casablanca,2015-01-16 00:00:00,0.0,12.8,0.0,50.0
hub_casablanca,2015-01-16 01:00:00,0.0,12.5,0.0,50.0
hub_casablanca,2015-01-16 02:00:00,0.0,12.2,0.0,50.0
hub_casablanca,2015-01-16 03:00:00,0.0,12.1,0.0,50.0
hub_casablanca,2015-01-16 04:00:00,0.0,12.1,0.0,50.0
hub_casablanca,2015-01-16 05:00:00,0.0,12.3,0.0,50.0
hub_casablanca,2015-01-16 06:00:00,0.0,12.4,0.0,50.0
hub_casablanca,2015-01-16 07:00:00,0.0,12.7,0.0,50.0
hub_casablanca,2015-01-16 08:00:00,0.0,12.5,0.0,50.0
hub_casablanca,2015-01-16 09:00:00,1.0,12.5,0.026,50.1
hub_casablanca,2015-01-16 10:00:00,7.0,12.4,0.181,50.4
hub_casablanca,2015-01-16 11:00:00,38.0,12.4,0.982,52.0
hub_casablanca,2015-01-16 12:00:00,94.0,13.2,2.423,54.8
hub_casablanca,2015-01-16 13:00:00,139.0,13.2,3.583,57.2
hub_casablanca,2015-01-16 14:00:00,201.0,13.5,5.177,60.4
